"Taxa","BranchesPerTassel","BranchZoneLengthCM","BushelAcreEquivalent","CobWeightGrams","DaysToPollen","DaysToSilk","EarFilledLengthCM","EarLengthCM","EarsPerPlant","EarWidthCM","ExtantLeafNumber1","GrainPercentMoisture","HundredKernelMassGrams","KernelRowNumber","KernelsPerRow","LeafAngle","LeafLengthCM","LeafWidthCM","PlantHeightCM","TasselLengthCM","TasselSpikeLengthCM","TotalGrainMassGrams","QY_max","Fv.Fm_L1","QY_L1","NPQ_L1","qN_L1","qP_L1","Rfd_L1","NPQmaxme","NPQendme","npqslop1me","npqslop2me","af1npq","bf1npq","af2npq","bf2npq","af3npq","bf3npq","cf3npq","af4npq","bf4npq","cf4npq","phippsiiend","af3phipsii","bf3phipsii","cf3phipsii","af4phipsii","bf4phipsii","cf4phipsii","phipsiietos","phtoNPQend"
"MM501D",5.5,5.085,92.3,10.445,76.5,79.5,12.125,12.17,1,3.96,12.5,8.4,24.205,14,26.165,31.9,80.75,9.075,148.75,25.715,20.635,625.3,-0.000597101796571256,-0.154798451102387,0.00849991527599148,0.15287951552758,0.136230675842636,0.0253009779456028,0.254793974849113,-0.0118460492871711,1.08618266544383,0.165585940280315,0.987466551175848,0.126519646611926,-0.0675156471701002,-0.0636879289356056,0.326076976055891,-0.860626324398841,-0.294681521502701,0.0720237622706276,-0.318908455297824,-0.781737397585993,1.08166388042405,-0.733773816869672,-0.662369325414928,-0.496279123851119,-0.127002782794276,-0.588802102882249,-0.572941808495497,-0.0863323294320161,0.746299127450065,-0.965429284332038
"Mo13",12,7.085,25.1,5.795,87,94,6,10.625,0.6875,2.625,14.5,9.4,22.03,6.5,12.25,10.95,80.75,9.1,204.5,29.9,22.815,169.8,0.392406715699714,0.500640348973513,-0.576559611386841,-0.40321194469923,-0.400769983074189,-0.00106203712864557,-0.495894661655251,-0.273805386683494,0.430337016391923,-0.533162660132987,0.410703502615986,-0.302127859415582,-0.26297097476724,-0.299610919911215,-0.103152740165251,-0.275637084660976,-0.440967485147966,-0.275695394495892,-0.45021858543153,-0.113972805103348,0.295485280952054,-0.137211108878921,0.476250290837468,-0.0703107986600457,-0.129499388724907,-0.0386185746366561,0.37603813192848,-0.151967024613544,-0.258089924444104,-0.277741238678835
"Mo15W",18.165,9.62,63.9,15.165,77,81,11.665,12.205,1,3.83,14.75,8.2,23.975,13,23.665,29.05,79.5,8.525,186,27.585,17.965,432.8,-0.560588042754018,-0.202679213218089,0.0297624346138345,0.0456088364824111,0.100517078755617,0.0973961702466573,0.169648755009322,-0.207662627522735,0.469729939308304,0.0263542807809105,0.304785249971004,-0.0173876222319106,-0.284677544500778,-0.266675196824393,0.135253830823622,-0.236164635642035,-0.499495211047768,-0.223597663499982,-0.512696259876504,-0.0240499717117359,0.520010958103648,-0.231777659941782,0.087158026757274,-0.328931555575517,0.0493965586557444,-0.337048747844866,0.289208035733033,0.0504499294742943,-0.132995880053231,-0.436967767309827
"Mo16W",9.835,10.22,44.85,30.395,80,79.5,7.54,8.665,1,5.04,16.25,NA,29.195,17.665,12.42,30.45,95.25,8.075,190,31.1,20.88,303.75,-0.118195737727204,-0.167050141684753,-0.116519691266223,0.153053164815649,0.208176598567381,-0.0406803435895042,-0.0779407181015232,-0.24469187230807,0.199589859097498,0.184471985460142,-0.431536952232575,0.374784745864315,-0.375958185755201,-0.346837417263217,0.374896858960297,0.719165707197087,-0.25793836232425,-0.278557011369017,-0.23131560389088,0.778918131822163,0.7223328481569,-0.336877277396211,0.156895595697444,-0.682693039730712,0.182461313488781,-0.589630943190868,0.631504947625347,0.197093514863485,-0.727262031856884,-0.119268398997803
"Mo17",4.335,5.515,89.55,11.745,73,78,15.835,17.165,1,3.335,12.5,7.95,31.875,10.165,24.75,39.25,71.625,8.175,186.75,33.215,27.7,606.4,-0.0673106414923001,-0.0449034264928373,-0.154203676638333,-0.0111306626489541,0.018473625952167,-0.0998442953235979,0.0322630555305753,-0.0929141318549178,0.681909074087863,0.0768408037443496,-0.135974844628293,0.0580457072701516,-0.241628435810215,-0.226378584568933,0.179119831209784,0.394635348376625,-0.501228309775493,-0.17078804397863,-0.490728888396454,0.579186774323664,0.670778913406861,-0.388833092382013,0.453589687454705,-0.311449949893314,-0.119082324928426,-0.24342333048693,0.698171374294812,-0.0831827124472094,-0.61487343410845,-0.513585688627203
"Mo1W",15,13.05,76.35,14.115,74,76.5,9.205,10.335,1,3.83,13.75,9.05,22.25,16.165,24.42,38.5,74,9.05,180,32.85,19.8,517.15,0.354828421529911,0.554277691147574,0.0254114934302748,-0.619351028142297,-0.594140832975294,-0.00408171532955275,-0.818012697808733,-0.260630957222933,-0.38274098409986,-0.793054648225658,0.0571349714134356,-0.679817577001203,0.00982714860219399,-0.105048507953514,-0.562816439412282,-0.068472542658922,-0.174926230983908,-0.272542900446573,-0.192865778343184,-0.094613369964495,-0.436132780273053,0.445152699437763,0.554637463092093,0.267845337593009,0.338221809286444,0.295960911812434,0.376563267860696,0.339061671123935,-0.20462049180453,0.560901866989029
"Mo23W",7,5.53,37.15,16.915,86,88.5,10.085,11.835,1,3.875,16.75,NA,34.345,12.415,14.67,33.4,94,8.325,202.75,31.93,26.4,251.8,-0.178820739345752,-0.2143294344779,-0.0101250574484996,0.357259352592898,0.345145893219619,-0.213729033172243,0.326804258415313,-0.185881276568015,0.32343657682245,0.398069866569833,0.102565987133177,0.196143271679325,-0.22555752506996,-0.219117713991488,0.253047189676806,-0.0495510558720277,-0.426287023417567,-0.200458120646932,-0.417480592790243,0.214900482249609,0.330956756942538,-0.40488307690891,0.272863580019685,-0.308086581010034,0.154594782807037,-0.254128105670309,0.438662256543938,0.150105005051418,-0.275907818939632,-0.357581444966195
"Mo24W",15.83,17.02,82.1,32.76,77.5,83,14.25,16.08,1,4.5,14.5,NA,23.41,15.33,32.83,20.9,93.125,8.8,186,36.68,19.67,556,-0.169732739027453,-0.159719821859598,-0.0177821441450652,0.029035133075419,-0.0336596851195413,-0.0107980517943608,-0.236751634108436,0.352807468209844,0.941282118523375,-0.0382939811544322,1.40186730122698,0.0923080600573549,0.317721014030918,0.31097176720446,-0.0141135433632386,-1.28964011332392,0.286160739208537,0.462862876046385,0.200003990989215,-1.76880761562894,0.831097366571288,-0.540745072058485,-1.25756924467367,-0.121047077979022,-0.311750732622086,-0.252323867964744,-1.29581483558239,-0.311722947017602,0.514947422885962,-0.817459450378736
"Mo28W",19.665,10.085,58.4,9.49,82,90,10.75,11,0.875,3.67,15.5,NA,26.88,13.33,27.17,18.85,76,7.725,195,32.975,22.89,395.6,-0.193744408622892,-0.162114140318026,0.0484317565709788,-0.102019689220326,-0.0337425212163297,0.0784976115352615,-0.242608859540366,0.174121577716639,0.499691009657655,-0.299333310630299,-0.150366866445346,-0.430605169767421,0.40316077949848,0.348125951629693,-0.490651587724727,0.173989656599324,-0.0470479010932055,0.161045568812507,-0.0463407113240968,0.210363357689122,0.573383918699058,-0.367644968436194,0.129704588281533,-0.306144667456915,-0.051714122705642,-0.325173773021658,0.210478253655559,-0.0493283209236935,-0.192058958151226,-0.404150416733526
"Mo3",16.665,11.45,54.6,16.87,81,84.5,10.455,14.75,1,3.915,16.5,9.1,20.9,15.585,21,41.3,90,7.75,237.75,32.4,20.95,369.9,0.161013441589829,0.224528900345902,-0.0390966813285196,-0.0482431305959825,-0.100682017401765,0.0347223948994029,0.0695371469106166,0.222702985664633,0.157354850361817,-0.0355353428541568,-0.679819051139175,0.265866453579252,0.222318142839568,0.222612124208052,0.193039625851705,0.85783855138447,0.0691173436939019,0.135702683319612,0.0994032372358638,0.81804532745665,0.193028038068436,0.0539916060046962,0.424342072319318,-0.0189537173643252,0.0220124958207202,0.00593167553115068,0.393975020650677,0.0301452658268857,-0.162977320653865,0.0247923540776028
"Mo30W",10.335,11.47,17.3,12.82,76.5,91,7.63,9.5,0.5,3.75,13.25,NA,25.84,9.75,13,29.15,86.125,8.975,215.25,35.53,24.07,117.4,-0.609835317061415,-0.822880465192747,0.000898855698073408,0.757834294739709,0.773542362142359,0.0485102971396896,0.818922196900117,0.0887020097151318,0.803699348817378,0.825884788097242,0.298845058512035,0.705322095486419,-0.286448047569224,-0.194638034586498,0.789755816550388,-0.302972851270689,-0.0399181260266583,0.125664231142586,-0.0408279937406873,-0.286411027744695,0.533589937754951,-0.707867382064896,-0.594573973876664,-0.54881215148524,0.1475496221711,-0.598255912709339,-0.36843131892676,0.118855411817993,0.514030444711619,-0.795195432155038
"Mo39",5.5,7.665,83.7,13.79,79,78.5,12,13.705,1,3.915,13,8.6,25.3,13.085,26.165,49.8,85.125,8.5,199.5,33.8,26.135,567.05,0.193005640212025,0.124681146259539,0.0258916045499384,0.141187933061161,0.129095326943165,0.0483923623984213,0.147653660771919,0.371726377465723,0.183723037583806,0.0873554565070601,-0.313279853770169,0.186958250913875,0.290278310769912,0.319588490645889,0.00333724785609706,0.331040533912067,0.292182616314064,0.312265960874458,0.29532586306596,0.165196961672058,0.15313390924409,-0.0936491646844398,-0.563603918800786,0.114816917804184,-0.0863732074228166,0.0502881365432751,-0.558339864682596,-0.0892188070729807,0.663852042411845,-0.138465282988906
"Mo44",9,12.57,69.4,17.385,78.5,80,14.165,16,1,3.75,15.5,7.75,24.825,14.585,25.83,24.7,94.5,7.5,208.5,38.715,26.15,470.3,0.358745179483199,0.456574723790007,0.0421124234206598,-0.439399045844429,-0.413609598446757,0.095852008697399,-0.355748927127171,0.111303708881754,0.351100484051437,-0.436025951411376,-0.150828145997324,-0.0621582894803746,0.219400443293159,0.171550230054856,-0.06303225835875,0.228150244844622,0.342636211158391,0.154507807985622,0.347902274063021,0.365263748367317,0.309889829479663,-0.0385498514189717,0.583046891481535,0.0195211725430898,-0.0961708073725312,0.0603315046517177,0.244454115600818,-0.100128764019588,-0.2358902278479,-0.215392317139119
"Mo45",11.165,12.15,66.55,17.92,78,80,14.42,16.835,1.1875,3.415,13,7,19.685,12.415,22.92,20.75,96.75,8.05,185.75,37.6,25.45,450.85,-0.0162088314315298,-0.110459078816236,0.149450568297739,0.3135890386692,0.349262198665741,0.131994428913261,0.395747734367954,1.01164378074043,0.881778228063478,0.385602358733566,0.29425822804123,0.407506156284044,0.893358054819915,0.918510686200376,-0.0640290901314636,-0.231990614996759,0.761715100574674,1.1431568566952,0.733044330694335,-0.68292630064128,0.868091997031045,-0.228213298076131,-0.753263233577357,-0.125284751992492,-0.0665388367529735,-0.190127704376591,-0.741036145629749,-0.0784217844257959,0.718939700879665,-0.773014289912801
"Mo46",12,9.65,66.45,17.515,67,71.5,11.625,11.835,1,3.915,10.75,7.2,27.895,12.17,19.585,47.5,73.875,8.95,178.75,28.235,18.58,450.3,-0.250364886313265,-0.472853498431003,0.0308781501251067,1.30690909689198,1.23100771351981,-0.018339952561058,0.906107986019235,0.326003897979692,0.3939206960152,1.39909953580955,-0.461615191332385,1.10914139313003,-0.0244159207852058,0.0926672386018893,0.744563253138699,0.786491422977865,0.0393602416842978,0.311982741733688,0.0730436042817104,0.726681619512422,0.713721867417324,-0.209013003404113,0.208846439553163,0.0312044392346117,-0.152194060371152,0.0847203801429572,0.224162667482452,-0.159259063803146,-0.168901187746851,-0.693599134624958
"Mo47",12.83,11.8,58.05,13.185,74.5,76.5,11.165,12.045,1,3.5,11.75,8.3,20.3,14.915,20.17,56.8,94.25,8.075,171.75,35.45,23.65,393.15,-0.774123383977399,-0.605947162882733,-0.133382005477713,0.445679683849457,0.443419105837208,-0.178396051451728,0.456467043103423,-0.144885980129445,-0.323182458918772,0.923902965314192,0.0442114081283044,1.08701008834875,-0.388974779560566,-0.290263575064155,0.9385763881003,0.0147119785730791,-0.111079214686651,-0.18326047821861,-0.121520880521445,0.0255421982658105,-0.247901694711282,-0.769018514563919,-0.769227434753707,-0.509464076247994,0.022537499529255,-0.57044082605036,-0.600000371188633,-0.00566770010318131,0.808525794376906,0.145864791699738
"Mo5",10.67,7.585,83.8,22.22,78.5,78.5,14.615,16.275,1,3.965,13.5,8.3,18.44,16.015,30.915,37.3,75.375,9,142.5,34.115,26.53,567.55,0.160690601139414,0.288372885836336,-0.054975366882571,-0.654403933849288,-0.738478018843921,-0.0829971253238417,-0.54406189770058,0.621946955000316,0.191176631836592,-0.923709164376962,-0.800701466982995,-1.05607443304117,0.882884227799991,0.799547415542574,-1.55464869549143,0.620202481916709,0.350821422409159,0.544052716988658,0.378220549221782,0.482302044157611,0.563344869198343,-0.0595114400148387,0.114567790149857,-0.325327646408645,0.211420119873234,-0.369058327992572,0.197948816604042,0.237470040189126,-0.0793641343518955,-0.124455088384862
"Mo7",16.83,9.915,24.2,6.35,82,87,9.5,10.67,1,3.33,14.75,NA,34.55,8.83,10.33,20.75,86.5,8.25,188,25.865,15.95,163.7,-0.107233975981275,-0.0443271249301228,0.0390624331559568,-0.418045004853412,-0.421789492070691,0.0395637224603335,-0.40849636210458,-0.595441897840692,-0.458738330908646,-0.412415224236098,-0.0193616320284777,-0.155383432532463,-0.55830478617613,-0.583390933537231,0.21746199191588,0.261087830455306,-0.506104963219065,-0.580975105568324,-0.494221981707508,0.674839827485423,-0.45191910710919,0.11003403654049,0.420279616808728,0.0537380961833332,-0.0384367278497278,0.119400595942272,0.656408955273285,-0.063588208792728,-0.434695247243863,0.548845710642682
"MoG",16.335,11.915,58.3,14.205,80.5,85,10.335,11.585,1,4.045,15,NA,23.555,17,18.585,36.4,79,12.4,199.75,34.95,23.035,394.6,-0.0512322265771541,0.0653322361541758,-0.080135870064024,-0.221115234989218,-0.178539792684966,-0.151150385791893,-0.207181403373735,-0.413820975902239,0.0422794127106563,-0.182044550170914,-0.126894105117674,-0.282373395578403,-0.331418098953276,-0.370531924204694,-0.0232046254077983,0.580092151076874,-0.700688731641267,-0.485445568109979,-0.695711515064109,0.600742810126056,0.21040594025315,-0.182964833774123,-0.0673171943256651,-0.302538077266169,0.18770072179296,-0.357682179819206,-0.00261226852967503,0.269834285850985,-0.0492476986304156,0.0562690468432964
"Mp339",5.335,6.085,14.55,11.975,84.5,87.5,7.85,11.355,0.75,3.125,15.5,NA,33.155,9.29,7.54,26.3,67.25,9.75,190.75,29.57,23.485,98.6,0.31387960043368,0.357010486214608,0.268602053831978,-0.216189825147778,-0.203521542380878,0.195652827055854,-0.264416256254334,0.173298097149027,0.124638819841135,-0.473683083471545,0.499622026050733,-0.350408312528288,0.383307000662436,0.31908898814484,-0.446325989471988,-0.402176944149516,0.280326102041514,0.253806140149546,0.270486660029366,-0.654869217437892,-0.16343886998783,0.0740443086563395,-0.446925346009689,0.388492596216093,0.0575122201221245,0.354021838859448,-0.532002313930351,0.00463042837225218,0.573193389611608,-0.102537946946925
"MQ305",8.835,8.385,75.5,11.9,67.5,66.5,12.125,13.085,1,3.71,11,8.4,24.65,13,23.42,60,71.5,7.875,165,25.45,17.065,511.35,-0.199026845698843,-0.506902416042825,0.0907199844739903,0.799926873451779,0.738725264613624,0.130885582303793,0.759421545095032,-0.579973307603304,0.314381139517926,0.75575812506696,0.465898095322413,0.608626012467397,-0.7954939705076,-0.733666330046425,0.599460549858158,-0.52785507808554,-0.53391320811107,-0.500389013448778,-0.561284453218748,-0.5012422793135,0.262233880100429,-0.408403845471836,-0.677917097563726,-0.513838477368768,0.454104653700289,-0.590604652029599,-0.612564508423616,0.50098477725116,0.72719047995531,-0.259574673488618
"MS106",9.335,11.485,67.8,15.515,71,74,13.835,14.46,1,3.96,11,NA,20.8,14.5,23.75,32.8,65.625,7.225,141.75,34.415,22.93,459,-0.276696136556719,-0.646428353598192,-0.0296710625376181,0.679895848466451,0.622122195781772,-0.00385281034351753,0.954498501896235,-0.33023485336686,0.0548633008245829,0.784144968524104,1.13990759715014,0.771765173075825,-0.586821369925283,-0.514171716116786,0.968882840620905,-1.11668244115489,-0.439380430961225,-0.30195153204702,-0.507842554146705,-1.09847511123051,-0.068402145830743,-0.450227280417297,-0.931346639125462,-0.214438693336932,-0.0804139976879434,-0.34861404941171,-0.977586140752049,-0.0452204156988563,0.0937826808067595,0.0255547457295643
"MS116",12.165,6.55,31.95,8.365,66.5,74.5,8.85,9.49,0.8125,3.6,11.5,NA,23.965,12.35,18.065,34,74.75,9.5,179.5,30.135,23.585,216.1,-0.51680122490736,-0.604675700650728,0.0704940241605303,0.31343040859187,0.388790493055878,0.0820856101573316,0.381614711730224,-0.268864888699763,-0.141137646771109,0.280187596613705,0.246749744445995,0.117383198002767,-0.300747978972489,-0.286646798827016,0.268719645092521,-0.155921444512134,-0.322253133560778,-0.273994872259158,-0.335919544024271,-0.0516627475771427,0.00311703907694294,-0.342834427078264,-0.377141534362176,-0.359763017466744,0.0207967438538876,-0.432343029337985,-0.24469615212828,0.0173206756946165,0.361318687195342,0.0973641560381448
"MS12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MS132",11,10.835,62.55,15.255,77.5,77.5,13.21,14.165,1,3.33,12.25,8.15,21.825,14.08,23.085,30.2,72.625,8.9,155,32.23,21.4,423.4,-0.125604988500649,-0.0338683527438313,0.150798725310014,-0.523285350479264,-0.59636851712398,0.134983743010631,-0.310231989445499,-0.645391245502311,-0.558232814019644,-0.513806353927564,0.6020129445494,-0.680222750776698,-0.328151772984102,-0.408327053899235,-0.445427090229471,-0.709944166078994,-0.510554498060442,-0.626730807928055,-0.552022635402325,-0.47156881546181,-0.469935821211558,0.148142181733542,-0.100352550831003,0.145777638854524,0.00709348546357528,0.133242672873937,-0.217955324400912,0.0628149741348805,0.223486294614498,0.652379663697795
"MS1334",8.67,10.8,67.15,15.74,63,62.5,12.835,13.545,1,3.585,10,NA,24.73,13.25,23.5,44.3,67.5,7.35,175.75,34.415,23.615,454.95,-0.206835736461491,-0.12671806137917,0.273650380289826,-0.237031319117216,-0.218295535637261,0.187757549197581,-0.180641726698536,0.500277296128603,0.13762756448574,-0.232502386471842,-0.141730498763551,-0.0482195018966924,0.617881412968088,0.591175504742629,-0.304052840435986,0.0173183020206434,0.427790864461897,0.520437889874732,0.418297070811061,-0.151856540714756,0.332734047906964,-0.366287836041941,-0.447456554696899,-0.231231198601662,-0.0372317641660405,-0.287674200803401,-0.373244295366827,-0.018124023595379,0.455366957750646,-0.411341186309442
"MS142",11.165,9.22,74.4,12.445,65.5,63.5,11.96,13.83,1,3.375,10.75,8.3,26.135,13.335,24.335,NA,59.125,7.075,154,33.115,23.9,503.8,-0.0129872819546153,-0.15232503509882,0.0819794219868737,0.344340131773323,0.357609231487595,0.0979476914496538,0.414405958273726,0.0813083837372456,0.97488579285118,0.588095757664127,0.437213045497913,1.03607310486941,-0.336813215710889,-0.220346668887395,1.10964343356058,-0.0256267315700714,-0.649888174771526,0.0563089855198349,-0.627905908423245,0.248242729846888,0.700832291721738,-1.41239062482314,-0.297947116845531,-1.06892197274793,0.0398881490536595,-1.12410601987267,0.087483744085701,0.00348594693996274,-0.137278964026347,-1.53547202254713
"MS153",27,12.02,71.15,11.76,68,70.5,10.165,13.625,1,4,12.75,8.6,25.83,14.165,23.25,35,68.625,8.4,154,34.965,22.95,481.9,0.0616087749185544,-0.258667210045331,-0.185277854477265,0.125132840344575,0.546797057770039,-0.125932358017625,-0.00169078018246686,0.262584303041689,0.321690760553796,0.393649539275008,-0.375904707535596,0.128839137941072,0.151969887656338,0.167645411776609,0.0248335833889248,0.574778659056469,0.0108326027595559,0.2395048188867,0.0395392410527039,0.442345374612306,0.0154672698061121,-0.331279583653767,-0.109424328272167,-0.197839552685834,-0.145111036075003,-0.224885220778892,-0.11511512544049,-0.144142433715393,0.277201449055575,-0.472929298399146
"MS200",17.665,11.8,82.05,8.82,66.5,72.5,9.96,10.46,1,4.04,11,7.4,20.495,17.25,24.25,NA,69.5,7.025,145,24.1,12.3,555.6,0.107141058416981,0.207751091110861,0.0465309519483868,-0.539918226070294,-0.540595585097128,0.071616537445798,-0.547718478817117,-0.245100806790125,-0.304150468194902,-0.538084516465203,0.116613946724075,0.0556059903717099,-0.173300413614676,-0.206887965896863,0.278127468359894,0.211601153232565,-0.198978206978387,-0.262207800733879,-0.188751964600593,0.259309925893243,-0.244387631303743,0.112185851492431,0.211798877109426,0.249039835632601,-0.288575843753586,0.272777860754204,0.0638691360133342,-0.322155309965998,-0.0835168356367269,0.439074274731198
"MS211",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MS221",7.835,6.5,97.05,14.39,75.5,76.5,14.665,16.29,1.0625,3.79,14.25,8.15,21.935,15.665,27.08,33.9,64.875,7.95,159.5,27.13,20.63,657.55,-0.570241071351645,-0.807009078547224,-0.00325493844114791,0.804093557709907,0.7864381085107,-0.0223348460649614,0.945415112572221,0.079583146837463,0.243047716236212,0.85796990057661,-0.155362000832731,0.918752847930162,-0.227892127640085,-0.133895173732552,0.935690762679626,-0.016999892309308,-0.0846674152343843,0.0496857433629549,-0.0812021558640675,0.0286776610466492,0.289261338900439,-0.800423948986979,-0.88456753641797,-0.555778225182238,-0.199238500784742,-0.659192740943452,-0.730104919202894,-0.186136097575338,0.711906723607099,-0.408329970203504
"MS222",8.335,7.44,95.05,14.265,69.5,70.5,15.75,17.335,1,4,13.25,8.4,19.225,15.165,31.915,34.75,72.375,7.9,166.25,26.45,19.01,643.65,0.137863314036581,0.139048672401783,0.225013523846714,0.2733141506878,0.272621067085922,0.137082859526258,0.248886373471495,0.741224554962073,-0.129800149656679,0.137843263534556,-0.663644925886258,-0.170457392508234,0.595624392434097,0.670348707938793,-0.57829543675555,0.543533794253415,0.651345525487242,0.677844991949556,0.638192421863156,0.176162609898859,0.179905544808661,0.138672590313786,-0.259041430334447,-0.00535783058093495,0.222842267708649,-0.0308091281680832,-0.296040858467254,0.249059973379122,0.0966780617168093,0.166914522833817
"MS223",12,9.665,78.2,17.39,72.5,74,12.04,13.375,1,3.92,14.25,7.35,26.475,13.08,22.585,24.8,87,8.2,199.25,34.125,24.46,529.8,-0.196479266018209,-0.512197475156488,-0.0382663129678105,0.37805907968761,0.614473870058958,-0.131565812880185,0.412939456829398,-0.912885708774792,0.241755523170367,0.439019293016573,0.7874085431725,0.30572928404273,-1.01412274629701,-0.997960786890765,0.999208126373521,-0.616158035388249,-1.00943966345562,-0.884470385603803,-1.01642628993659,0.012205562945914,0.0798587615268241,-0.128963944075057,0.159478117413363,-0.427944621500145,-0.253737455150094,-0.436017192431139,0.280670841831659,-0.288353804434689,-0.231353994579995,-0.423577906460084
"MS224",11.5,11.05,76.65,17.36,73.5,79.5,17.29,18.54,1,3.835,13.75,8.5,23.01,12,28.08,47.25,78.625,8,197.5,35.465,24.415,519.3,0.201474289519869,-0.110140917692383,-0.0754979469178053,1.01426114685627,0.907927876102171,-0.015860582975235,0.944343231925401,0.476241466069592,0.311816651973472,1.14064168229366,0.406963744331021,1.25123817696836,0.0897077745942076,0.225021146326867,0.995649639633715,-0.36437623423906,0.505541723266659,0.541842846807886,0.484353009530905,-0.670170228451658,0.473405896016093,0.259665942913572,-0.55966091680206,0.157265384924129,0.214924415574802,0.120010421089199,-0.567719103514956,0.19204089082094,0.678227413474123,-0.193279307663497
"MS225",19.5,14.45,58.4,24.525,70,77,14.36,19.665,0.8125,3.74,13.75,8.6,32.02,11.165,25.65,38.2,83.75,8.325,184.25,36.28,21.83,395.45,0.211941917455736,0.0615105652388628,-0.170164554377672,0.444178392949858,0.378477266970321,0.00388967029751095,0.50633030832358,0.36425688479991,0.543603452887522,0.500738593486852,0.375582198269705,0.53405756807949,0.115238700788627,0.175722114555272,0.432536904588805,-0.241526775794265,0.308952818552645,0.425745902999785,0.300440173564615,-0.442955831140317,0.583151635634458,0.101474648276451,-0.201118080481279,0.293709693586772,-0.485005980606122,0.301579190524161,-0.288854068197059,-0.481890380246634,0.250302871049933,-0.39144314193041
"MS226",3.5,5.8,79.95,12.985,71.5,71,13.545,14.58,1,3.71,12.75,7.9,22.825,13.75,25.75,38.55,73,7.425,185,27.485,21.685,541.6,-0.148218315498157,0.0701473335602012,0.269349916628954,-0.706438963123575,-0.723699258492173,0.23983308515389,-0.539711125672316,-0.593590816193014,-0.582858029080159,-0.707018849797629,0.561565577560689,-0.341240083381909,-0.515055903997598,-0.566802263898601,0.0162682522943059,-0.563883086147231,-0.421528459503486,-0.606175986639935,-0.453907987798234,-0.386805633450173,-0.610862406367299,0.115296178599721,-0.738894166181161,0.191824097604705,0.110959881922328,0.12807300305233,-0.821187076033112,0.128486877041447,0.522293059252697,0.669568478265428
"MS24A",18.5,10.15,87.3,8.4,65.5,68,11.67,12.17,1,4,11.75,8.6,20.19,16,25.17,23.9,83.25,8.625,141.5,25.15,15,591.6,-0.111264724723154,-0.312943774080835,0.138275608373496,0.489960630015616,0.323159060479988,0.133461473983452,-0.420966870846509,-0.317111265378135,0.495519717553109,-0.260149931475168,0.0548618780500826,-0.256938103548466,-0.190715200844351,-0.238269712464903,-0.0794176381369828,0.0587030789219865,-0.518673886616196,-0.33523969753977,-0.495619701779431,0.356097572667772,0.408792499856702,-0.223727395867105,-0.112121634815241,-0.281263403677622,0.0550872446892895,-0.292117521837649,0.0815018976189851,0.0210047819818005,-0.124194798698316,-0.507612464489602
"MS67",18.335,7.815,56.7,13.75,76.5,79,14.375,15.915,1.0625,3.04,13.25,8,16.54,13.165,24.835,60.4,63.125,10,139,28.585,20.765,384.2,-0.496047321347874,-0.41188857590117,-0.000814085177433986,-0.327963216793773,-0.321580252438059,-0.00490859390980841,-0.180781746328091,-0.19437541811957,-0.376416641132372,-0.490426475727201,-0.46932248362064,-0.862682397149355,0.354668316352973,0.281046400392675,-0.650625685156153,0.696879624401644,-0.237942972527068,-0.28708870759147,-0.202665986526458,0.774735509699494,-0.200102572361393,-0.426352947473104,0.598889081039161,-0.806332585049876,-0.0434566589536756,-0.803687708048114,0.873467615107252,-0.0424982240336148,-0.817449321441166,0.21344963485371
"MS71",10.5,10.49,76.35,18.16,71,75.5,13.875,14.665,1,3.625,13.5,8.4,19.255,15,26.165,NA,79.625,9.1,174.25,31.96,21.465,517,0.106075040257705,0.128943481415602,-0.0504842955768992,-0.0786718884994881,-0.0791779271056547,-0.0758248332972415,-0.0554963958427115,-0.262058288892134,0.29989369488447,0.0369199651915322,0.413456882006513,-0.0976339589021947,-0.115503803392416,-0.120074030526809,0.042596467358649,-0.243956809045585,0.0936394814061836,-0.231064164550499,0.0919906165628183,-0.161250167856631,0.242640572311265,-0.269949744794062,-0.399872599126284,-0.222868929880679,0.0641675005994249,-0.246085317538198,-0.345630875878112,0.0453962169716652,0.00311410439686678,-0.389061733117599
"MS72",13.335,7.865,60.25,8.75,67.5,72.5,8,11.75,1,3.46,12.75,NA,26.98,9.83,16.75,47.25,74.375,8,183,31.07,23.2,408.1,-0.462363073128441,-0.444616095593614,-0.0120543729061158,-0.120829375888983,-0.0178609633704663,-0.00333938340535667,-0.147146413846746,-0.717075355519809,-0.396082758309746,-0.00328803321750391,0.290799838785618,0.0162998757113842,-0.770679662497663,-0.768627143958323,0.51391861371697,-0.209634388246881,-0.617370642073591,-0.705783935244016,-0.621637616932272,0.0793147739989879,-0.491225906100448,-0.505553474093338,-0.0444331968459495,-0.419165285905096,-0.00260504651179652,-0.424123095546187,0.101678639442466,-0.0356531725865014,0.0859317253889872,0.294968657290855
