VCFname,Uniform_Name,Species,Subpopulation,Group,Source,CountryOfOrigin,HeteroticGroup,ImprovementEra,Latitude,Longitude,Notes,Proportion_Heterozygous,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,IsBugeater,ShortName
Huangzaosi,HUANGZAOSI,Z.mays,HZS,Huangzaosi (China),Wang et al. 2020,China,NA,NA,NA,NA,NA,0.02884,-0.00288725,-0.00879531,-0.0317159,-0.0214759,-0.0222861,0.00285028,-0.0566844,-0.111794,0.0261576,-0.0711953,no,CN
Huanyao,HUANYAO,Z.mays,Tropical,Tropical,Qiu et al. 2021,China,NA,NA,NA,NA,NA,0.03053,-0.0187153,0.0134466,-0.0406056,-0.0050169,-0.00533518,-0.00539699,-0.0499342,-0.118374,0.0261402,-0.0694689,yes,WiDivCore
Huobai,HUOBAI,Z.mays,Mixed,Huangzaosi (China),Qiu et al. 2021,China,NA,NA,NA,NA,NA,0.03039,-0.0156451,0.0180799,-0.0274892,0.00677581,0.0082416,-0.00803599,-0.015184,-0.0385737,0.00305969,-0.0264135,yes,WiDivCore
Huotanghuang17,HUOTANGHUANG17,Z.mays,NSS,Huangzaosi (China),Wang et al. 2020,China,NA,NA,NA,NA,NA,0.02814,0.006751,0.0148759,-0.00930198,-0.0640363,-0.00253689,0.0143149,0.0343521,0.00220674,-0.0235143,-0.0517801,no,CN
Hy,HY,Z.mays,SS,SS,Qiu et al. 2021,USA,NA,NA,NA,NA,NA,0.02786,0.00380255,0.0283534,0.00654654,0.0166329,0.00533635,-0.00636651,-0.0149508,0.0110623,-0.00196114,0.0060222,yes,WiDivCore
I137TN,I137TN,Z.mays,Mixed,Other,Bukowski et al. 2018,South Africa,NA,NA,NA,NA,NA,0.02217,-0.00355917,-0.00665181,-0.0373217,0.0269075,0.0170352,0.0152008,0.0138514,0.00731582,0.00383623,0.0124419,no,GB
I159,I159,Z.mays,SS,SS,This Study,USA,NA,NA,NA,NA,NA,0.02156,0.0211582,-0.00505787,0.00959785,-0.00643116,-0.00696158,0.00254634,-0.0128956,2.02791e-05,0.00655338,0.00491563,yes,Nebraska
I29,I29,Z.mays,Popcorn,Other,Qiu et al. 2021,USA,Popcorn,NA,NA,NA,NA,0.03287,-0.0172239,0.01364,-0.0146157,0.00323447,0.00106881,-0.0187508,-0.0281857,0.0310062,-0.0145132,-0.00474511,yes,WiDivCore
IA2132,IA2132,Z.mays,Sweet corn,Other,Qiu et al. 2021,USA,Sweetcorn,NA,NA,NA,NA,0.03477,-0.0104805,0.0271345,-0.00893386,-0.0044932,0.00172746,-0.0110643,-0.0366865,0.0534549,-0.0229142,-0.0109064,yes,WiDivCore
IBB14,IBB14,Z.mays,IDT,IDT,Qiu et al. 2021,USA,NA,NA,NA,NA,NA,0.02937,0.0132254,0.0427028,0.0406406,0.0533884,-0.0369552,0.00578478,0.0165541,-0.0132072,-0.00248733,-0.0102579,yes,WiDivCore
IBB15,IBB15,Z.mays,IDT,IDT,Qiu et al. 2021,USA,NA,NA,NA,NA,NA,0.02893,0.00960224,0.0573206,0.0458902,0.0949619,-0.111549,0.0403802,0.0289475,0.00446656,-0.0157588,-0.0246769,yes,WiDivCore
IBC2,IBC2,Z.mays,IDT,IDT,Qiu et al. 2021,USA,NA,NA,NA,NA,NA,0.03136,0.00612798,0.0620277,0.0355146,0.0674043,-0.090501,0.0401417,0.04525,0.00865191,-0.0217453,-0.0313747,yes,WiDivCore
ICI_193,ICI193,Z.mays,Mixed,Other,This Study,USA,NA,NA,NA,NA,NA,0.02052,0.0305039,-0.000874026,0.0355254,0.027957,-0.00874781,-0.008265,-0.00712668,-0.0138827,-0.00780933,-0.0358815,yes,Nebraska
ICI_441,ICI441,Z.mays,SS,SS,This Study,USA,NA,NA,NA,NA,NA,0.0079,0.0424756,-0.0404109,0.034013,-0.00259719,0.00164913,0.00420994,0.023103,0.0146577,0.00634857,0.0325591,yes,Nebraska
ICI_581,ICI581,Z.mays,NSS,NSS,Qiu et al. 2021,USA,NA,NA,NA,NA,NA,0.04066,0.000955994,0.0547302,0.0015865,-0.0383363,0.00845158,0.00718389,0.0121116,0.00351673,0.0347018,0.0883313,yes,WiDivCore
ICI_740,ICI740,Z.mays,SS,SS,This Study,USA,NA,NA,NA,NA,NA,0.00771,0.0426073,-0.0409434,0.0343918,-0.00207253,0.00172144,0.00418848,0.0230299,0.015098,0.00650048,0.0326076,yes,Nebraska
ICI_893,ICI893,Z.mays,SS,SS,This Study,USA,NA,NA,NA,NA,NA,0.01027,0.0387982,-0.0334516,0.0279171,-0.00605171,0.0044637,0.00264194,0.012642,0.0148404,0.00978509,0.0377721,yes,Nebraska
ICI_986,ICI986,Z.mays,IDT,IDT,This Study,USA,NA,NA,NA,NA,NA,0.01985,0.0286791,0.0044826,0.0362615,0.0332372,-0.0460035,0.0123238,0.00031771,-0.00445669,-0.00717552,-0.0248241,yes,Nebraska
IDS28,IDS28,Z.mays,Popcorn,Other,Qiu et al. 2021,USA,Popcorn,NA,NA,NA,NA,0.03206,-0.0187558,0.0347754,-0.0167199,0.013029,0.00501248,-0.010568,-0.031178,0.0401883,-0.0140542,0.00153275,yes,WiDivCore
IDS69,IDS69,Z.mays,Popcorn,Other,Qiu et al. 2021,USA,Popcorn,NA,NA,NA,NA,0.03149,-0.0153356,0.0275208,-0.0155686,0.00661162,0.00519497,-0.0137931,-0.0364107,0.031881,-0.0111639,0.00325894,yes,WiDivCore
IDS91,IDS91,Z.mays,Popcorn,Other,Qiu et al. 2021,USA,Popcorn,NA,NA,NA,NA,0.02962,-0.0132589,0.0236672,-0.0180978,0.00702319,0.00525417,-0.0106436,-0.0326736,0.0333062,-0.0101805,0.00639843,yes,WiDivCore
ILLHy,ILLHY,Z.mays,NSS,NSS,Bukowski et al. 2018,NA,NA,NA,NA,NA,NA,0.02321,0.0124386,-0.00115476,-0.00868632,0.0266568,0.0118462,0.0121419,0.00610228,0.0304773,-0.00331944,0.0175792,no,GB
INBRED_100,INBRED100,Z.mays,Tropical,Tropical,This Study,Australia,NA,NA,NA,NA,NA,0.02366,0.00799853,-0.0151529,-0.0164129,-0.00928119,-0.0126648,0.00615203,-0.0174769,-0.026374,0.0082455,-0.0134627,yes,Nebraska
INBRED_109,INBRED109,Z.mays,Tropical,Tropical,This Study,Australia,NA,NA,NA,NA,NA,0.02134,0.0135683,-0.0193213,-0.0118061,-0.00679082,-0.0151444,0.00890832,-0.0144307,-0.0164164,0.00555865,-0.00960647,yes,Nebraska
INBRED_141,INBRED141,Z.mays,Broad origin-public,Other,This Study,Australia,NA,NA,NA,NA,NA,0.24163,0.0300016,-0.0285789,0.0140249,-0.00843709,-0.00541579,0.00545747,-0.00381833,0.00666343,0.00625318,0.0149549,yes,Nebraska
INBRED_2-687,INBRED2687,Z.mays,Tropical,Tropical,This Study,Argentina,NA,NA,NA,NA,NA,0.02402,0.00797221,-0.0262369,-0.0202369,-0.00804472,-0.0176257,0.00833557,-0.0140287,-0.024579,0.00251338,-0.02058,yes,Nebraska
INBRED_305,INBRED305,Z.mays,Tropical,Tropical,This Study,Uruguay,NA,NA,NA,NA,NA,0.02299,0.00651411,-0.0252833,-0.0219677,-0.00870254,-0.0155146,0.00655064,-0.0155639,-0.0291521,0.00479526,-0.0211941,yes,Nebraska
INBRED_309,INBRED309,Z.mays,Tropical,Tropical,This Study,Uruguay,NA,NA,NA,NA,NA,0.0286,0.00468051,-0.0230593,-0.0224195,-0.00798715,-0.0162859,0.00638966,-0.0162456,-0.0299098,0.0042209,-0.0234514,yes,Nebraska
INBRED_321,INBRED321,Z.mays,Mixed,Other,This Study,Uruguay,NA,NA,NA,NA,NA,0.06303,0.00360959,-0.0282296,-0.0123183,-0.00895724,-0.0140158,0.0080254,-0.0116677,-0.013237,0.00388987,-0.0141075,yes,Nebraska
INB_101LFY/LFY_(A632_X_M16_S5),INB101LFY/LFYA632XM16S5,Z.mays,SS,SS,Qiu et al. 2021,NA,NA,NA,NA,NA,NA,0.02814,0.0124476,0.0260952,0.0312381,0.0466357,0.0744656,-0.0545025,-0.0113222,-0.0110132,-0.0259389,-0.0640356,yes,WiDivCore
I_205,I205,Z.mays,Mixed,Other,Wang et al. 2020,USA,NA,PublicBreeding,NA,NA,NA,0.01816,0.0200844,-0.00561631,0.0032897,0.0232088,-0.00658176,0.0153393,0.0132431,0.0207063,0.000873652,0.019967,no,CN
Ia453,IA453,Z.mays,Sweet corn,Other,This Study,USA,NA,NA,NA,NA,NA,0.02245,0.00714253,-0.00580443,-0.00274688,-0.0200876,-0.0133916,-0.00819375,-0.0562649,0.0601277,-0.0221379,-0.0149427,yes,Nebraska
Ia5125,IA5125,Z.mays,Sweet corn,Other,Bukowski et al. 2018,USA,NA,NA,NA,NA,NA,0.02699,0.00187255,-0.00338401,-0.0205554,0.013547,0.0133615,0.00433398,-0.0228642,0.0719172,-0.0203483,0.00707393,no,GB
Ia5125B,IA5125B,Z.mays,Sweet corn,Other,This Study,USA,NA,NA,NA,NA,NA,0.02461,0.00948391,-0.00477983,-0.00420203,-0.0167628,-0.012685,-0.00196599,-0.0448745,0.0418746,-0.0123357,-0.00532603,yes,Nebraska
Il101,IL101,Z.mays,Sweet corn,Other,Bukowski et al. 2018,NA,NA,NA,NA,NA,NA,0.02042,-0.00188327,-0.00676804,-0.0196104,0.00854605,0.00891167,-0.000497613,-0.0357028,0.0974128,-0.0306874,0.00142096,no,GB
Il14H,IL14H,Z.mays,Sweet corn,Other,Bukowski et al. 2018,USA,Sweetcorn,NA,NA,NA,NA,0.02595,-0.00311583,-0.00239722,-0.0207657,0.00537277,0.008957,-0.00276224,-0.0361984,0.0830723,-0.0267596,0.0024339,yes,GB
Il778d,IL778D,Z.mays,Sweet corn,Other,This Study,USA,NA,NA,NA,NA,NA,0.02327,0.00924926,-0.0112626,-0.00509163,-0.0186017,-0.0144225,-0.0028425,-0.0433122,0.0407625,-0.0144934,-0.00985494,yes,Nebraska
Il_101T,IL101T,Z.mays,Sweet corn,Other,This Study,NA,NA,NA,NA,NA,Duplicate?,0.02278,0.00714362,-0.0109448,-0.00156828,-0.0227304,-0.016983,-0.0084523,-0.0622288,0.0700156,-0.025323,-0.0160622,yes,Nebraska
J47,J47,Z.mays,Mixed,Other,Qiu et al. 2021,NA,NA,NA,NA,NA,NA,0.03449,-0.00870999,0.0271216,-0.0127257,0.00343554,0.0101046,-0.00895028,-0.0246851,0.0103221,-0.00133518,0.00687226,yes,WiDivCore
J8606,J8606,Z.mays,Mixed,Other,Qiu et al. 2021,USA,NA,NA,NA,NA,NA,0.02932,0.00339271,0.0492615,0.0180416,0.00251626,-0.0452985,0.0239784,0.0404866,-0.00113318,-0.0173688,-0.0336009,yes,WiDivCore
Ji53,JI53,Z.mays,Mixed,Huangzaosi (China),Wang et al. 2020,China,NA,NA,NA,NA,NA,0.02582,0.0126349,-0.00057633,-0.00594328,-0.0364827,-0.00627392,0.00565451,-0.00202741,-0.0164621,0.00510994,-0.00619925,no,CN
Ji533,JI533,Z.mays,SS,Huangzaosi (China),Wang et al. 2020,China,NA,NA,NA,NA,NA,0.00352,0.045085,-0.0509745,0.0331677,-0.00233772,0.00760049,0.00478897,0.0265207,0.021731,0.00343546,0.0325094,no,CN
Ji63,JI63,Z.mays,Mixed,Huangzaosi (China),Wang et al. 2020,China,NA,NA,NA,NA,NA,0.02458,0.0152337,-0.00769689,-0.00207935,-0.00984719,-0.00893196,0.00511301,-0.0252067,-0.00275019,0.00342315,-0.00375837,no,CN
Ji842,JI842,Z.mays,Mixed,Huangzaosi (China),Wang et al. 2020,China,NA,NA,NA,NA,NA,0.26939,0.0209022,-0.0168172,0.00245405,-0.0178729,-0.0135703,0.00730693,-0.0140421,-0.0160643,0.0112312,0.000793818,no,CN
Ji846,JI846,Z.mays,NSS,Huangzaosi (China),Wang et al. 2020,China,NA,NA,NA,NA,NA,0.03485,0.0103361,0.0139959,-0.00600621,-0.0604921,-0.000353399,0.0159031,0.0385812,-0.00144613,-0.0215021,-0.0492116,no,CN
Ji853,JI853,Z.mays,NSS,Huangzaosi (China),Wang et al. 2020,China,NA,NA,NA,NA,NA,0.02728,0.0122437,0.0221176,-0.0050361,-0.08924,-0.00221195,0.0281046,0.0720251,0.0206947,-0.0363529,-0.059217,no,CN
Ji876,JI876,Z.mays,Mixed,Huangzaosi (China),Wang et al. 2020,China,NA,NA,NA,NA,NA,0.02591,0.0263527,-0.00214229,0.0215064,-0.00963563,0.0235443,-0.0206566,-0.0264,-0.00640263,0.014121,0.0235541,no,CN
Jian1495a,JIAN1495A,Z.mays,Mixed,Huangzaosi (China),Wang et al. 2020,China,NA,NA,NA,NA,NA,0.02484,0.0122345,-0.00562654,-0.00816695,-0.0235345,-0.0111498,0.0108963,-0.00695368,-0.0344437,0.0153898,-0.00491656,no,CN
Jian1495b,JIAN1495B,Z.mays,Mixed,Huangzaosi (China),Wang et al. 2020,China,NA,NA,NA,NA,NA,0.0251,0.011153,-0.00451003,-0.00783866,-0.0234518,-0.0104732,0.0108603,-0.00767856,-0.0359166,0.0164166,-0.0061654,no,CN
Jing7,JING7,Z.mays,HZS,Huangzaosi (China),Wang et al. 2020,China,NA,NA,NA,NA,NA,0.02823,0.00908079,-0.0149052,-0.0165405,-0.0196821,-0.0179663,0.00493223,-0.0376543,-0.0598537,0.0177061,-0.0354967,no,CN
K10,K10,Z.mays,Mixed,Huangzaosi (China),Wang et al. 2020,China,NA,NA,NA,NA,NA,0.02765,0.00386382,0.00372956,-0.0110735,-0.0182139,-0.00495549,-0.000605751,-0.0282848,-0.00669075,0.00695587,-0.00020737,no,CN
K12,K12,Z.mays,HZS,Huangzaosi (China),Wang et al. 2020,China,NA,NA,NA,NA,NA,0.02517,0.0126997,-0.00806404,-0.00985068,-0.0284152,-0.00757485,0.00284519,-0.0222099,-0.0501409,0.00814939,-0.0421778,no,CN
K14,K14,Z.mays,Mixed,Huangzaosi (China),Wang et al. 2020,China,NA,NA,NA,NA,NA,0.02567,0.0134068,0.00444365,-0.00593994,-0.0388259,-0.0101087,0.0180743,0.0254576,-0.0099073,-0.00868602,-0.0270235,no,CN
K148,K148,Z.mays,Broad origin-public,Other,Bukowski et al. 2018,USA,NA,NA,NA,NA,NA,0.02154,0.00337425,-0.00157194,-0.0256533,0.0207056,0.0148802,0.0181804,0.0111537,0.0237832,0.00328107,0.0210681,yes,GB
K150,K150,Z.mays,Broad origin-public,Other,Qiu et al. 2021,USA,NA,NA,NA,NA,NA,0.03443,-0.0127244,0.0333973,-0.0164614,0.0174329,0.0141725,-0.00349971,-0.0107245,0.0033945,0.00520195,0.0123994,yes,WiDivCore
K155,K155,Z.mays,Broad origin-public,Other,This Study,USA,NA,NA,NA,NA,NA,0.02313,0.0140816,-0.00830503,-0.00509636,-0.0162455,-0.00909802,0.0045296,-0.0243911,-4.4881e-05,0.00645825,0.0013637,yes,Nebraska
K201,K201,Z.mays,Broad origin-public,Other,This Study,USA,NA,NA,NA,NA,NA,0.02,0.0185452,-0.0125564,-0.00358055,-0.0123038,-0.00868385,0.00672066,-0.0190875,-0.00191017,0.0062211,0.00175973,yes,Nebraska
K4,K4,Z.mays,Broad origin-public,Other,Bukowski et al. 2018,USA,NA,NA,NA,NA,NA,0.02389,0.00814417,-0.00519727,-0.0223358,0.0198112,0.0193089,0.0128208,0.00560584,0.0193709,0.00190999,0.0157925,yes,GB
K41,K41,Z.mays,Broad origin-public,Other,Qiu et al. 2021,USA,NA,NA,NA,NA,NA,0.02907,-0.00857191,0.0290893,-0.0176437,0.0123678,0.0116622,-0.00376981,-0.0153984,0.00864804,0.002147,0.01394,yes,WiDivCore
K47,K47,Z.mays,Popcorn,Other,Qiu et al. 2021,USA,Popcorn,NA,NA,NA,NA,0.0357,-0.0135189,0.0252108,-0.0157831,0.00425312,0.00150133,-0.0107521,-0.0275041,0.0213676,-0.0103841,-0.00278501,yes,WiDivCore
K55,K55,Z.mays,Mixed,Other,Qiu et al. 2021,USA,NA,NA,NA,NA,NA,0.02849,-0.00576517,0.024432,-0.0134796,0.00214435,0.0069057,-0.00444481,-0.0181957,-0.0113242,0.00751871,0.00624396,yes,WiDivCore
K64,K64,Z.mays,Mixed,Other,Bukowski et al. 2018,USA,NA,NA,NA,NA,NA,0.01968,0.00944457,-0.00959705,-0.0214881,0.0191044,0.0135815,0.0160693,0.0101513,0.0257175,-0.000892827,0.0148932,yes,GB
KO679Y,KO679Y,Z.mays,Mixed,Other,This Study,South Africa,NA,NA,NA,NA,NA,0.02182,0.0138227,-0.012893,-0.0111683,-0.0121156,-0.00975334,0.00903424,-0.0141901,-0.0140812,0.00943557,0.00157229,yes,Nebraska
KUNG-70,KUNG70,Z.mays,Mixed,Other,Qiu et al. 2021,China,NA,NA,NA,NA,NA,0.02905,-0.00230009,0.0243925,-0.0105975,-0.00224879,0.00759443,-0.005769,-0.0225433,-0.0121365,0.0112658,0.0153706,yes,WiDivCore
Ken44,KEN44,Z.mays,Mixed,Huangzaosi (China),Wang et al. 2020,China,NA,NA,NA,NA,NA,0.02612,0.0122683,-0.00140816,-0.00346753,-0.00440933,-0.00958047,0.00160449,-0.0244187,0.00491663,0.00188421,0.000468783,no,CN
Ki11,KI11,Z.mays,Tropical,Tropical,Bukowski et al. 2018,Thailand,Tropical,NA,NA,NA,NA,0.02241,0.00513597,-0.0190294,-0.0301234,0.0127323,0.00212597,0.0136347,0.0159714,-0.0252161,0.00705286,0.00161556,yes,GB
Ki14,KI14,Z.mays,Tropical,Tropical,Bukowski et al. 2018,Thailand,NA,NA,NA,NA,NA,0.02159,-0.00162546,-0.0160244,-0.0412825,0.0271395,0.014345,0.0206695,0.0260509,-0.0159442,0.00748996,0.00726143,no,GB
Ki2021,KI2021,Z.mays,Tropical,Tropical,Bukowski et al. 2018,Thailand,NA,NA,NA,NA,NA,0.02101,-0.00276829,-0.0160003,-0.0439062,0.0309844,0.0137525,0.0237248,0.0294204,-0.0156494,0.00847301,0.00947856,no,GB
Ki21,KI21,Z.mays,Mixed,Other,Bukowski et al. 2018,Thailand,NA,NA,NA,NA,NA,0.02403,0.00800613,-0.00726215,-0.0220169,-0.0169195,-0.000881533,0.018344,0.0370085,-0.01138,-0.0059341,-0.0154057,no,GB
Ki3,KI3,Z.mays,Tropical,Tropical,Bukowski et al. 2018,Thailand,Tropical,NA,NA,NA,NA,0.02427,0.0149736,-0.0292979,-0.018259,-0.00172394,-0.0122606,0.0128312,0.00328473,-0.0289433,0.00916149,-0.00182966,yes,HapMap3
Ki43,KI43,Z.mays,Tropical,Tropical,Bukowski et al. 2018,Thailand,Tropical,NA,NA,NA,NA,0.02475,-0.00643591,-0.0116833,-0.049103,0.0329056,0.0183406,0.0214298,0.0251579,-0.0150202,0.00818191,0.00698271,yes,GB
Ki44,KI44,Z.mays,Tropical,Tropical,Bukowski et al. 2018,Thailand,NA,NA,NA,NA,NA,0.02012,-0.00508439,-0.0123291,-0.041678,0.0267419,0.0154124,0.0175066,0.0259034,-0.0126489,0.0102467,0.0162135,no,GB
Ky21,KY21,Z.mays,Broad origin-public,Other,Bukowski et al. 2018,USA,NA,NA,NA,NA,NA,0.02553,0.0074297,-0.0059346,-0.0192095,0.0176021,0.0118038,0.0108968,0.00330002,0.0173123,0.000702204,0.0124264,yes,GB
Ky226,KY226,Z.mays,Mixed,Other,Bukowski et al. 2018,USA,NA,NA,NA,NA,NA,0.01755,0.00892079,-0.0155209,-0.0239048,0.0133344,0.00895708,0.0167446,0.0217563,0.0101674,0.000788347,0.0159313,yes,GB
Ky228,KY228,Z.mays,Broad origin-public,Other,Bukowski et al. 2018,USA,NA,NA,NA,NA,NA,0.02496,-0.00165682,0.00125851,-0.0282823,0.0212187,0.0202203,0.0136035,0.0065928,0.0263552,-0.00185725,0.0151379,yes,GB
L222,L222,Z.mays,Mixed,Other,This Study,USA,NA,NA,NA,NA,NA,0.02045,0.0245604,-0.00602739,0.0116091,-0.0271303,-0.00252602,0.00459689,0.00461071,-0.010673,0.00367054,-0.0048553,yes,Nebraska
L317,L317,Z.mays,Broad origin-public,Other,Bukowski et al. 2018,USA,NA,NA,NA,NA,NA,0.02029,0.00238083,-0.00096239,-0.0266824,0.0204648,0.017763,0.0154394,0.000927705,0.0378096,-0.00260431,0.0184172,yes,GB
L578,L578,Z.mays,Mixed,Other,Bukowski et al. 2018,USA,NA,NA,NA,NA,NA,0.03523,-0.00235073,-0.0044733,-0.0347769,0.0233295,0.0163225,0.0164322,0.0200815,0.00690819,0.00262716,0.012745,no,GB
LD61,LD61,Z.mays,NSS,Huangzaosi (China),Wang et al. 2020,China,NA,NA,NA,NA,NA,0.14959,0.0192506,-0.0113518,-0.00175834,-0.034328,-0.0117389,0.00722121,-0.0186199,-0.0133506,0.020273,0.026025,no,CN
LH1,LH1,Z.mays,SS,SS,Qiu et al. 2021,USA,NA,exPVP,NA,NA,NA,0.0341,0.012435,0.0400023,0.0362771,0.0283787,0.0109532,-0.0188944,-0.004059,-0.0173258,0.0153038,0.0286904,yes,WiDivCore
LH119,LH119,Z.mays,SS,SS,Qiu et al. 2021,USA,NA,exPVP,NA,NA,NA,0.09675,0.0343472,-0.0181877,0.0353792,0.0117594,0.00509386,-0.0020341,0.0185355,0.00772286,0.00358323,0.0210664,yes,WiDivCore
LH123HT,LH123HT,Z.mays,NSS,NSS,Qiu et al. 2021,USA,NA,exPVP,NA,NA,NA,0.02652,0.0206455,0.013821,0.00848436,-0.0560683,-0.0061166,0.0161725,0.0145252,-0.0138251,0.0233983,0.0375201,yes,WiDivCore
LH127,LH127,Z.mays,NSS,NSS,Qiu et al. 2021,USA,NA,exPVP,NA,NA,NA,0.0301,0.00204517,0.0486465,-0.00260129,-0.0550436,0.0201451,0.0114652,0.0536956,-0.00086447,0.00545952,0.0217082,yes,WiDivCore
LH128,LH128,Z.mays,NSS,NSS,Qiu et al. 2021,USA,NA,exPVP,NA,NA,NA,0.07227,0.00365809,0.0415846,0.010231,-0.0200861,0.0288067,-0.00702907,0.0402159,0.00437358,-0.0114284,-0.00832174,yes,WiDivCore
LH132,LH132,Z.mays,SS,SS,Qiu et al. 2021,USA,NA,exPVP,NA,NA,NA,0.00746,0.0425428,-0.0394079,0.0397062,0.00156064,0.0186894,-0.00729078,0.0251631,0.013107,0.00781533,0.0396682,yes,WiDivCore
LH143_(Maintainer),LH143MAINTAINER,Z.mays,SS,SS,Qiu et al. 2021,USA,NA,exPVP,NA,NA,NA,0.02387,0.0202559,0.0150011,0.0379982,0.0478572,0.0817681,-0.0588468,-0.00947334,-0.0151426,-0.0292827,-0.0741607,yes,WiDivCore
LH145,LH145,Z.mays,SS,SS,Qiu et al. 2021,USA,NA,exPVP,NA,NA,NA,0.02363,0.0289901,-0.00614786,0.0344563,0.0192019,0.0391557,-0.0371197,-0.0198447,-0.0163848,-0.0165228,-0.0589837,yes,WiDivCore
LH146Ht,LH146HT,Z.mays,SS,SS,Qiu et al. 2021,USA,NA,exPVP,NA,NA,NA,0.01906,0.0309018,-0.0143627,0.0426809,0.0184732,0.0394312,-0.0331132,0.00155449,-0.00615956,-0.0116446,-0.0305176,yes,WiDivCore
LH149,LH149,Z.mays,SS,SS,Qiu et al. 2021,USA,NA,exPVP,NA,NA,NA,0.00813,0.0368984,-0.040285,0.0247085,-0.00225554,0.00719157,0.00425444,0.0171824,0.0238217,0.000722117,0.0276731,yes,WiDivCore
LH150,LH150,Z.mays,Mixed,Other,Bukowski et al. 2018,USA,NA,exPVP,NA,NA,NA,0.0124,0.0311382,-0.0348294,0.00459556,-0.00908203,-0.00919968,0.0152282,0.0131198,0.0102404,0.000257939,0.0106886,yes,HapMap3
LH156,LH156,Z.mays,NSS,NSS,Qiu et al. 2021,USA,NA,exPVP,NA,NA,NA,0.0258,0.0211005,-0.0156439,-0.00108379,-0.0183906,-0.0107066,0.0143239,-0.0212063,0.0139679,0.00920122,0.0171165,yes,WiDivCore
LH159,LH159,Z.mays,SS,SS,This Study,USA,NA,exPVP,NA,NA,NA,0.02053,0.0175139,-0.0117364,-0.00378842,-0.0181499,-0.00635417,0.00656696,-0.00745002,-0.0142883,0.00686498,-0.00562865,yes,Nebraska
LH160,LH160,Z.mays,Mixed,Other,Bukowski et al. 2018,USA,NA,exPVP,NA,NA,NA,0.00756,0.0405658,-0.033854,0.0103342,-0.0125471,-0.00135032,0.0145392,0.0240462,0.0263232,-0.00344979,0.0160679,yes,HapMap3
LH162,LH162,Z.mays,Mixed,Other,Bukowski et al. 2018,USA,NA,exPVP,NA,NA,NA,0.00697,0.0371138,-0.0369918,0.0114537,-0.0133886,-0.00521625,0.0108698,0.0180662,0.0252084,-0.00586465,0.0106831,yes,HapMap3
LH163,LH163,Z.mays,Mixed,Other,This Study,USA,NA,exPVP,NA,NA,NA,0.02029,0.0247138,-0.00765234,0.014456,-0.00592115,-0.0104987,0.000703029,-0.0169773,0.0015392,0.00309649,-0.000824807,yes,Nebraska
LH164,LH164,Z.mays,IDT,IDT,This Study,USA,NA,exPVP,NA,NA,NA,0.0214,0.0213003,0.0026466,0.0192952,0.0128803,-0.0525386,0.0193205,-0.00721215,0.00954704,-0.00657752,-0.016874,yes,Nebraska
LH165,LH165,Z.mays,NSS,NSS,Qiu et al. 2021,USA,NA,exPVP,NA,NA,NA,0.03446,0.0033366,0.0504443,0.00919262,-0.0255507,-0.0176455,0.0193327,0.0460437,0.0107298,-0.0212881,-0.0310314,yes,WiDivCore
LH166,LH166,Z.mays,NSS,NSS,Qiu et al. 2021,USA,NA,exPVP,NA,NA,NA,0.10062,0.00793906,0.0372145,0.0124609,0.000968769,-0.0227466,0.0120409,0.0132282,-0.00201565,0.00958957,0.023599,yes,WiDivCore
LH167,LH167,Z.mays,NSS,NSS,This Study,USA,NA,exPVP,NA,NA,NA,0.02091,0.0214761,0.00306381,0.00517295,-0.0492216,-0.0194877,0.0225584,0.0296008,0.0142478,-0.0127335,-0.020492,yes,Nebraska
LH168,LH168,Z.mays,NSS,NSS,Qiu et al. 2021,USA,NA,exPVP,NA,NA,NA,0.02935,0.00625675,0.0277111,0.0150659,-0.00464999,-0.0181723,0.00372896,-0.00792748,-0.0107543,0.0126813,0.0120344,no,WiDivCore
LH169Ht,LH169HT,Z.mays,NSS,NSS,This Study,USA,NA,exPVP,NA,NA,NA,0.02096,0.0238195,0.0044883,0.0112744,-0.024062,-0.0236907,0.0192057,0.00671383,0.000303018,0.0104872,0.017107,yes,Nebraska
LH172,LH172,Z.mays,Mixed,Other,Qiu et al. 2021,USA,NA,exPVP,NA,NA,NA,0.03292,0.00198588,0.045671,0.00522109,-0.00554605,-0.0112657,0.00865098,0.00524313,-0.00030123,0.0132283,0.0300504,yes,WiDivCore
LH175,LH175,Z.mays,Mixed,Other,This Study,USA,NA,exPVP,NA,NA,NA,0.02089,0.0234268,-0.000390885,0.0124566,-0.00222435,-0.0324912,0.0163705,-0.010029,0.000542959,0.00641872,0.00543643,yes,Nebraska
LH181,LH181,Z.mays,NSS,NSS,Qiu et al. 2021,USA,NA,exPVP,NA,NA,NA,0.03016,0.00573735,0.0500938,0.00197171,-0.0703822,0.00785209,0.0167858,0.0542546,-0.00173887,0.00402862,0.0190286,yes,WiDivCore
LH183,LH183,Z.mays,NSS,NSS,This Study,USA,NA,exPVP,NA,NA,NA,0.02113,0.0221335,0.00715974,0.0025947,-0.0709125,-0.00607744,0.0236935,0.0502249,0.0115109,-0.0109029,-0.0127116,yes,Nebraska
LH184,LH184,Z.mays,Mixed,Other,Qiu et al. 2021,USA,NA,exPVP,NA,NA,NA,0.03769,-0.00566226,0.0469258,-0.0113473,-0.0427721,0.0185629,0.00982637,0.0441544,0.0145846,-0.0152894,-0.00930726,yes,WiDivCore
